placa,old_tag,nomecomum,codigo,genero,especie,familia,subfamilia,densidade,inv,area,parcela,quadra,nsdist,linha,lo,lodist,recruit,data_morta,altura,altura_1,dap.04,mv.04,data04,am_f4.x,pq_f4.x,obs.04,am_f4.y,pq_f4.y,obs_cic4,c.05,mv.05,obs.05,am_f5,pq_f5,obs_cic5,data_cic5,data05,c.06,mv.06,obs.06,am_f6,pq_f6,obs_cic6,obs_m066,data_cic6,data_m066,data06,dap.07,c.07,mv.07,obs.07,data07,nova_placa.07,c07p,am_f7,pq_f7,caidape_c07p,obs_c07p,data_c07p,dap.08,c.08,mv.08,obs.08,data08,c.09,mv.09,obs_c09,cicat.09,Rec.09,am_f9,pq_f9,obs_cic9,data_cic9,qt_f9,data09,dap.10,c.10,mv.10,obs.10,data10,dap.11,c.11,mv.11,obs.11,data11,dap.12,c.12,mv.12,obs.12,data12,dap.14,c.14,mv.14,obs.14,data14,dap.16,c.16,mv.16,obs.16,data16,dap.18,c.18,mv.18,obs.18,data18,dap.22,mv.22,c.22,obs.22,alt22,data22,equipe.22,dap.24,c.24,mv.24,obs.24,data24,equipe.24
5154,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,40,1,B,14,651,14,L,4,i04,2004,4.5,4.5,61.3,m,31_08_2004,NQ,,Altura 4m,,,NQ,0,m,,,,,,08_09_2005,0,m,,,,,,,,14_08_2006,,0,m,,18_07_2007,,,,,,,12_09_2007,,0,m,morta,07_08_2008,0,m,,0,0,,,,10_09_2009,,05_08_2009,,0,m,m,07_07_2010,,0,m,morta,07_09_2011,,0,m,,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5155,,breu_aroeira,Dacmic,Dacryodes,microcarpa Cuart.,Burseraceae,,0.511666667,40,1,B,13,630,14,O,14,i04,2022,20,20,48.6,v,31_08_2004,35,0.1,,35,10,,4,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,60,90,p,,12_09_2007,49,5,v,,07_08_2008,4,v,,2,0,,,,10_09_2009,,05_08_2009,50.4,5,v,,07_07_2010,50.1,3,v,cicatriz,07_09_2011,47.2,3,v,cicatriz,12_08_2012,48.8,3,v,,29_07_2014,49,4,v,,28_09_2016,49.7,3,v,cq,16_07_2018,,m,0,morta,,12_08_2022,Santarem_Luis_Ebis,,0,m,,23_06_2024,
5156,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,B,13,646,14,O,25,i04,2006,20,20,50.5,v,31_08_2004,130,0.4,,130,40,,4,v,,,,,,08_09_2005,0,m,,,,,,,,14_08_2006,,0,m,,18_07_2007,,,,,,,12_09_2007,,0,m,tombada,07_08_2008,0,m,,0,0,,,,10_09_2009,,05_08_2009,,0,m,m,07_07_2010,,0,m,morta,07_09_2011,,0,m,,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5157,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,B,14,672,14,O,10,i04,,26,26,59.5,v,31_08_2004,25,0.3,,25,30,,5,v,cr,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,3,v,,18_07_2007,,5,90,95,p,,12_09_2007,63.4,5,v,,07_08_2008,4,v,,0,0,,,,10_09_2009,,05_08_2009,71.3,5,v,,07_07_2010,72.7,5,v,casca estufada,07_09_2011,73.8,4,v,,12_08_2012,76.8,5,v,,29_07_2014,78.5,4,v,,28_09_2016,79.6,5,v,,16_07_2018,82.6,v,4,,,12_08_2022,Santarem_Luis_Ebis,82.9,5,v,,24_06_2024,Santarem_Nathalia_Maraca
5158,,tatapiririca,Tapgui,Tapirira,guianensis Aubl.,Anacardiaceae,,0.457,40,1,B,14,676,14,O,3,i04,2005,13,13,42,v,31_08_2004,NQ,,,,,NQ,0,m,,,,,,08_09_2005,0,m,,,,,,,,14_08_2006,,0,m,,18_07_2007,,0,450,100,c,tombada,12_09_2007,,0,m,morta,07_08_2008,0,m,,0,0,,,,10_09_2009,,05_08_2009,,0,m,m,07_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5159,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,B,14,692,14,O,15,i04,2018,30,30,68.7,v,31_08_2004,130,0.4,,130,40,,4,v,cr,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,90,4,p,,12_09_2007,70.5,5,v,,07_08_2008,5,v,,1,0.5,,,,10_09_2009,,05_08_2009,71.7,5,v,,07_07_2010,73.5,4,v,cicatriz,07_09_2011,72.5,5,v,,12_08_2012,73.9,4,v,,29_07_2014,73.3,3,v,,28_09_2016,,0,m,morta,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5160,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,B,15,703,14,O,20,i04,,22,22,42,v,31_08_2004,65,0.5,,65,50,,5,v,,,,,,08_09_2005,5,v,,,,,,,,14_08_2006,,4,v,,18_07_2007,,5,10,30,p,,12_09_2007,44,5,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,45.2,5,v,,07_07_2010,45.6,5,v,,07_09_2011,45.8,5,v,,12_08_2012,46.8,5,v,,29_07_2014,47.6,5,v,,28_09_2016,49,5,v,,16_07_2018,50.2,v,5,,,12_08_2022,Santarem_Luis_Ebis,51.5,5,v,,24_06_2024,Santarem_Nathalia_Maraca
5161,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,40,1,B,15,708,14,O,10,i04,2008,20,20,43.8,v,31_08_2004,20,0.3,,20,30,,4,v,cr,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,176,100,p,,12_09_2007,,0,m,morta,07_08_2008,0,m,,0,0,,,,10_09_2009,,05_08_2009,,0,m,m,07_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5162,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,B,15,713,14,O,10,i04,2024,19,19,42.3,v,31_08_2004,27,0.25,,27,25,,5,v,,,,,,08_09_2005,5,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,25,80,p,,12_09_2007,50.7,5,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,53.8,5,v,,07_07_2010,58.5,5,v,,07_09_2011,60.2,4,v,,12_08_2012,61.8,3,v,,29_07_2014,63.7,5,v,,28_09_2016,66.1,5,v,,16_07_2018,68.6,v,3,,,12_08_2022,Santarem_Luis_Ebis,,0,m,morta,24_06_2024,Santarem_Nathalia_Maraca
5163,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,40,1,B,15,725,14,L,18,i04,,22,22,51.6,v,31_08_2004,NQ,,,,,NQ,5,v,,,,,,08_09_2005,5,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,20,100,p,,12_09_2007,53.2,4,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,53.5,5,v,,07_07_2010,53.7,4,v,,07_09_2011,54.1,5,v,,12_08_2012,54.8,3,v,,29_07_2014,55,4,v,,28_09_2016,55.3,4,v,,16_07_2018,56,v,5,,,12_08_2022,Santarem_Luis_Ebis,56,4,v,,24_06_2024,Santarem_Nathalia_Maraca
5164,,macucurana,Licegl,Moquilea,egleri (Prance) Sothers & Prance,Chrysobalanaceae,,0.83,40,1,B,15,730,14,L,4,i04,,23,23,42,v,31_08_2004,100,0.3,,100,30,,5,v,,,,,,08_09_2005,5,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,130,100,p,,12_09_2007,44.3,4,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,46.3,5,v,,07_07_2010,47.2,5,v,,07_09_2011,47.8,5,v,,12_08_2012,49.1,5,v,,29_07_2014,50.3,5,v,,28_09_2016,51.6,5,v,,16_07_2018,53.2,v,5,,,12_08_2022,Santarem_Luis_Ebis,54,5,v,nsdist= 730,24_06_2024,Santarem_Nathalia_Maraca
5165,,quaruba_cedro,Vocvis,Vochysia,vismiifolia Spr. Ex warm.,Vochysiaceae,,0.48,40,1,B,15,738,14,O,24,i04,2005,25,25,54.7,v,31_08_2004,100,0.75,,100,75,,0,m,,,,,,08_09_2005,0,m,,,,,,,,14_08_2006,,0,m,,18_07_2007,,0,0,0,p,nq,12_09_2007,,0,m,morta,07_08_2008,0,m,,0,0,,,,10_09_2009,,05_08_2009,,0,m,m,07_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5166,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,B,15,722,14,O,24,i04,2022,19,19,47.8,v,31_08_2004,10,0.05,,10,5,,2,v,cq_cr,,,,,08_09_2005,5,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,10,10,p,,12_09_2007,48.2,4,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,50.2,5,v,,07_07_2010,50.2,5,v,,07_09_2011,50.2,5,v,,12_08_2012,50.9,5,v,,29_07_2014,51.2,5,v,,28_09_2016,51.9,5,v,,16_07_2018,,m,0,morta,,12_08_2022,Santarem_Luis_Ebis,,0,m,,23_06_2024,
5167,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,40,1,B,16,760,14,O,12,i04,2011,22,22,42.4,v,31_08_2004,27,0.1,,27,10,,4,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,4,v,,18_07_2007,,5,45,20,p,,12_09_2007,43.1,4,v,,07_08_2008,4,v,,0,0,,,,10_09_2009,,05_08_2009,44.2,5,v,,07_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5168,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,40,1,B,16,771,14,O,20,i04,2011,20,20,40.6,v,31_08_2004,20,0.05,,20,5,,3,v,cr,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,30,20,p,,12_09_2007,40.7,3,v,,07_08_2008,4,v,,0,0,,,,10_09_2009,,05_08_2009,41.9,5,v,,07_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5169,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,B,16,790,14,L,5,i04,2014,22,22,43.4,v,31_08_2004,28,0.45,,28,45,,5,v,,,,,,08_09_2005,5,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,100,100,p,,12_09_2007,46.4,5,v,,07_08_2008,3,v,,5,0,,,,10_09_2009,,05_08_2009,46.3,5,v,,08_07_2010,45.8,3,v,casca estufada,07_09_2011,45.4,2,v,,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5170,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,40,1,B,16,799,14,O,3,i04,2011,19,19,55,v,31_08_2004,5,0.1,,5,10,,4,v,cr,,,,,08_09_2005,5,v,,,,,,,,14_08_2006,,5,v,cr,18_07_2007,,5,1200,10,p,,12_09_2007,56.4,5,v,,07_08_2008,4,v,cr,0,0,,,,10_09_2009,,05_08_2009,56.4,4,v,,08_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5171,,tento,Ormpar,Ormosia,paraensis Ducke.,Fabaceae,,0.67,40,1,B,17,811,14,O,1,i04,2008,28,28,55,v,31_08_2004,30,0.25,,30,25,,4,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,500,90,p,,12_09_2007,,0,m,morta,07_08_2008,0,m,,0,0,,,,10_09_2009,,05_08_2009,,0,m,m,08_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5172,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,40,1,B,17,809,14,L,12,i04,2014,19,19,45,v,31_08_2004,20,0.05,,20,5,,5,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,4,v,,18_07_2007,,5,200,95,p,,12_09_2007,45.5,4,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,45.6,5,v,,08_07_2010,46,5,v,,07_09_2011,46,5,v,,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5173,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,40,1,B,17,819,14,O,12,i04,2024,18,18,41.1,v,31_08_2004,80,0.05,,80,5,,5,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,4,v,,18_07_2007,,5,110,10,p,,12_09_2007,41.3,4,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,42.3,4,v,,08_07_2010,42.5,5,v,,07_09_2011,43.3,5,v,,12_08_2012,43.5,4,v,cq,29_07_2014,43.4,3,v,,28_09_2016,44,5,v,,16_07_2018,44.5,v,3,,,12_08_2022,Santarem_Luis_Ebis,,0,m,morta,24_06_2024,Santarem_Nathalia_Maraca
5175,,araracanga_marfim,Aspdes,Aspidosperma,desmanthum Bth. ex Muell. Arg.,Apocynaceae,,0.53,40,1,B,17,821,14,L,10,i04,,21,21,43.6,v,31_08_2004,30,0.25,,30,25,,5,v,,,,,,08_09_2005,5,v,,,,,,,,14_08_2006,,4,v,cq_cr,18_07_2007,,5,100,100,p,,12_09_2007,46.6,5,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,49.3,5,v,,08_07_2010,50.3,5,v,,07_09_2011,50.7,5,v,,12_08_2012,51.4,5,v,,29_07_2014,52.6,5,v,,28_09_2016,54.2,5,v,,16_07_2018,57.8,v,5,,,12_08_2022,Santarem_Luis_Ebis,58,5,v,,24_06_2024,Santarem_Nathalia_Maraca
5176,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,B,18,851,14,O,4,i04,2018,18,18,41.8,v,31_08_2004,30,0.25,,30,25,,4,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,38,20,p,,12_09_2007,43.8,3,v,,07_08_2008,4,v,,0,0,,,,10_09_2009,,05_08_2009,43.4,4,v,,08_07_2010,44.1,1,v,cr,07_09_2011,43.7,1,v,,12_08_2012,43,3,v,cq,29_07_2014,40.8,1,v,casca solta no tronco,28_09_2016,,0,m,morta,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5177,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,B,18,854,14,O,23,i04,,34,34,105.8,v,31_08_2004,NQ,,,,,NQ,5,v,,,,,,08_09_2005,5,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,10,10,p,,12_09_2007,108.8,5,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,114.1,5,v,,08_07_2010,113.8,5,v,,07_09_2011,114.2,5,v,,12_08_2012,117.4,5,v,,29_07_2014,118.1,5,v,,28_09_2016,121.3,5,v,,16_07_2018,123.5,v,5,,,12_08_2022,Santarem_Luis_Ebis,124.8,5,v,,24_06_2024,Santarem_Nathalia_Maraca
83234,5178,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,B,18,890,14,L,6,i04,,23,23,67.6,v,31_08_2004,15,0.2,,15,20,,5,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,60,100,p,,12_09_2007,72.1,5,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,73.6,5,v,,08_07_2010,75.1,5,v,,07_09_2011,73.8,5,v,,12_08_2012,78.7,5,v,,29_07_2014,79.6,4,v,,28_09_2016,81.3,5,v,,16_07_2018,84.5,v,5,sem placa,,12_08_2022,Santarem_Luis_Ebis,86.2,5,v,placa nova= 83234,24_06_2024,Santarem_Nathalia_Maraca
5179,,xua,Sacgui,Sacoglottis,guianensis Benth. Var. guianensis,Humiriaceae,,0.84,40,1,B,19,900,14,L,25,i04,2006,4,4,42.8,v,31_08_2004,NQ,,altura 3m,,,NQ,4,v,,,,,,08_09_2005,0,m,,,,,,,,14_08_2006,,0,m,,18_07_2007,,,,,,,12_09_2007,,0,m,morta,07_08_2008,0,m,,0,0,,,,10_09_2009,,05_08_2009,,0,m,m,08_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5180,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,40,1,B,19,907,14,L,23,i04,2008,18,18,40.4,v,31_08_2004,NQ,,,,,NQ,4,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,2,v,tombada,18_07_2007,,5,,,,,12_09_2007,,0,m,tombada,07_08_2008,0,m,,0,0,,,,10_09_2009,,05_08_2009,,0,m,m,08_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5181,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,B,18,888,14,O,23,i04,2022,30,30,63.5,v,31_08_2004,NQ,,,,,NQ,4,v,,,,,,08_09_2005,5,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,60,40,p,,12_09_2007,66.4,4,v,,07_08_2008,4,v,,0,0,,,,10_09_2009,,05_08_2009,69.9,5,v,,08_07_2010,71.5,5,v,,07_09_2011,71.9,5,v,,12_08_2012,76.5,5,v,,29_07_2014,82.1,5,v,,28_09_2016,85.5,5,v,,16_07_2018,,m,0,morta / não encontrado,,12_08_2022,Santarem_Luis_Ebis,,0,m,,23_06_2024,
5182,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,40,1,B,18,897,14,O,15,i04,2008,22,22,46.5,v,31_08_2004,15,0.15,,15,15,,3,v,cr,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,4,v,,18_07_2007,,5,12,10,9,,12_09_2007,,0,m,tombada,07_08_2008,0,m,,0,0,,,,10_09_2009,,05_08_2009,,0,m,m,08_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5183,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,B,19,908,14,O,1,i04,2011,25,25,41.3,v,31_08_2004,28,0.1,,28,10,,5,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,10,5,p,,12_09_2007,41,3,v,,07_08_2008,4,v,,0,0,,,,10_09_2009,,05_08_2009,41.7,5,v,,08_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5185,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,B,19,938,14,O,18,i04,2024,22,22,50,v,31_08_2004,NQ,,,,,NQ,4,v,,,,,,08_09_2005,5,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,,,p,,12_09_2007,50.3,5,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,51.2,5,v,,08_07_2010,51,2,v,cq,07_09_2011,50.5,5,v,,12_08_2012,51,4,v,,29_07_2014,51.1,4,v,,28_09_2016,51.7,5,v,,16_07_2018,53,v,4,,,12_08_2022,Santarem_Luis_Ebis,,0,m,morta,24_06_2024,Santarem_Nathalia_Maraca
5186,,cuiarana,Tertet,Terminalia,tetraphylla (Aublet) Howard,Combretaceae,,0.72,40,1,B,19,945,14,O,20,i04,2011,33,33,84.5,v,31_08_2004,NQ,,,,,NQ,3,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,4,v,,18_07_2007,,5,,,p,,12_09_2007,81.9,3,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,81.1,4,v,,08_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5187,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,40,1,B,20,952,14,O,12,i04,2022,29,29,41.1,v,31_08_2004,10,0.05,,10,5,,4,v,,,,,,08_09_2005,5,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,15,10,p,,12_09_2007,44.5,5,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,45.6,5,v,,08_07_2010,46.5,5,v,,07_09_2011,47.2,5,v,,12_08_2012,47.3,3,v,cq,29_07_2014,48.5,2,v,,28_09_2016,48.6,1,v,cq copa morrendo,16_07_2018,,m,0,morta / não encontrado,,12_08_2022,Santarem_Luis_Ebis,,0,m,,23_06_2024,
5188,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,B,20,955,14,O,1.5,i04,,25,25,47,v,31_08_2004,10,0.1,,10,10,,5,v,cr,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,,,p,,12_09_2007,47.7,4,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,48.9,4,v,,08_07_2010,49.2,5,v,,07_09_2011,49.6,5,v,,12_08_2012,49.5,1,v,cqcr,29_07_2014,49.4,3,v,cqcr,28_09_2016,49.6,1,v,,16_07_2018,49.9,v,1,cq,,12_08_2022,Santarem_Luis_Ebis,49.8,1,v,cqcr,24_06_2024,Santarem_Nathalia_Maraca
5189,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,B,20,969,14,L,12,i04,2018,20,20,41.5,v,31_08_2004,NQ,,,,,NQ,5,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,85,70,p,,12_09_2007,41.8,5,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,41.9,5,v,,08_07_2010,41.8,4,v,,07_09_2011,41.2,4,v,,12_08_2012,41.4,5,v,,29_07_2014,41,4,v,,28_09_2016,,0,m,morta,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5190,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,B,20,968,14,O,11,i04,,21,21,40.7,v,31_08_2004,25,0.25,,25,25,,4,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,5,v,,18_07_2007,,5,30,80,p,,12_09_2007,43.3,4,v,,07_08_2008,5,v,,0,0,,,,10_09_2009,,05_08_2009,45.7,5,v,,08_07_2010,47.7,5,v,,07_09_2011,48.8,5,v,,12_08_2012,51.4,5,v,,29_07_2014,53,5,v,,28_09_2016,54.5,5,v,,16_07_2018,56.3,v,5,,,12_08_2022,Santarem_Luis_Ebis,57.3,5,v,,24_06_2024,Santarem_Nathalia_Maraca
5192,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,B,20,998,14,O,12,i04,2006,22,22,59.5,v,31_08_2004,130,0.25,,130,25,,3,v,,,,,,08_09_2005,0,m,,,,,,,,14_08_2006,,0,m,,18_07_2007,,,,100,c,qt,12_09_2007,,0,m,morta,07_08_2008,0,m,,0,0,,,,10_09_2009,,05_08_2009,,0,m,m,08_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5193,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,,40,1,B,20,990,14,L,20,i04,2014,19,19,51.4,v,31_08_2004,10,0.05,,10,5,,4,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,4,v,,18_07_2007,,5,0,0,p,nq,12_09_2007,52,3,v,,07_08_2008,3,v,,0,0,,,,10_09_2009,,05_08_2009,52.2,4,v,,08_07_2010,52,3,v,,07_09_2011,51.6,1,v,,12_08_2012,,0,m,m,29_07_2014,,0,m,,28_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5194,,xua,Sacgui,Sacoglottis,guianensis Benth. Var. guianensis,Humiriaceae,,0.84,40,1,B,2,66,16,O,12,i04,2011,,,47.9,v,31_08_2004,10,0.05,,10,5,,5,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,4,v,,18_07_2007,,5,175,80,p,,13_09_2007,52,4,v,,07_08_2008,4,v,,0,0,,,,10_09_2009,,05_08_2009,44.6,5,v,,08_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,morta1,29_07_2014,,0,m,morta,29_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
5195,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,40,1,B,2,51,16,L,21,i04,2011,20,20,49.7,v,31_08_2004,NQ,,,,,NQ,4,v,,,,,,08_09_2005,4,v,,,,,,,,14_08_2006,,4,v,,18_07_2007,,5,145,70,p,,13_09_2007,50.1,2,v,cr,07_08_2008,3,v,,4,0,,,,10_09_2009,,05_08_2009,51.6,2,v,cr,08_07_2010,,0,m,morta,07_09_2011,,0,m,morta,12_08_2012,,0,m,morta1,29_07_2014,,0,m,morta,29_09_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
