placa,old_tag,nomecomum,codigo,genero,especie,familia,subfamilia,densidade,inv,area,parcela,quadra,nsdist,ns,transecto,metragem,recruit,data_morta,ind.resgate,altura,altura_1,dap.06,c.06,mv.06,obs.06,data06,dap.08,c.08,mv.08,obs.08,data08,c.09,mv.09,cicat.09,recup.09,obs.09,data09,dap.10,c.10,mv.10,obs.10,data10,dap.11,c.11,mv.11,obs.11,data11,dap.12,c.12,mv.12,obs.12,data12,dap.14,c.14,mv.14,obs.14,data14,dap.16,c.16,mv.16,obs.16,data16,dap.18,c.18,mv.18,obs.18,data18,dap.22,c.22,mv.22,obs.22,alt22,data22,equipe.22,dap.24,c.24,mv.24,obs.24,data24,equipe.24
25996,,envira_folha_peluda,Xylfru,Xylopia,frutescens Aubl.Var ferruginea R. E. Fries,Annonaceae,,0.59,5a10cm,1,A,28,1,S,A,342.3,i10,,resgate10,11,11,,,,,,,,,,,,,,,,,7.6,5,v,,19_07_2010,7.7,5,v,,17_08_2011,7.3,4,v,,21_06_2012,9.6,4,v,,12_11_2014,10.1,5,v,,11_05_2016,11.3,5,v,alt 11,18_06_2018,13.6,4,v,,,08_06_2022,Bate_Ebis_Leo,14.5,5,v,,29_05_2024,Santarem_Darlisson_Bate_Ebis
25997,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,28,2,S,A,344.1,i10,,resgate10,8,8,,,,,,,,,,,,,,,,,7.1,5,v,,19_07_2010,6.8,4,v,,17_08_2011,6.9,4,v,,21_06_2012,7.1,5,v,,12_11_2014,7.2,5,v,,11_05_2016,7.7,4,v,alt 8,18_06_2018,8.1,5,v,,,08_06_2022,Bate_Ebis_Leo,8.6,5,v,,29_05_2024,Santarem_Darlisson_Bate_Ebis
25998,,envira_folha_peluda,Xylfru,Xylopia,frutescens Aubl.Var ferruginea R. E. Fries,Annonaceae,,0.59,5a10cm,1,A,28,2,S,A,346.1,i10,2024,resgate10,11,11,,,,,,,,,,,,,,,,,5.2,5,v,,19_07_2010,5.3,2,v,,17_08_2011,5.5,4,v,,21_06_2012,6.2,5,v,,12_11_2014,6.6,5,v,,11_05_2016,6.7,5,v,alt 11,18_06_2018,7,2,v,,,08_06_2022,Bate_Ebis_Leo,,0,m,morta,29_05_2024,Santarem_Darlisson_Bate_Ebis
25999,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,A,30,0.8,S,A,356.4,i10,2018,resgate10,,,,,,,,,,,,,,,,,,,11.4,3,v,,19_07_2010,11.1,3,v,,17_08_2011,11.5,4,v,,21_06_2012,11.4,1,v,cqcr,12_11_2014,11.4,3,v,,11_05_2016,,0,m,morta,18_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26000,,capoteiro,Corbic,Cordia,bicolor A. DC.,Boraginaceae,,,5a10cm,1,A,,0.5,S,A,361,r16,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,5,v,,16_06_2016,11.6,4,v,,18_06_2018,12.7,3,v,,,08_06_2022,Bate_Ebis_Leo,13.2,4,v,,29_05_2024,Santarem_Darlisson_Bate_Ebis
26501,,inga_pretinho,Inghet,Inga,heterophylla Willd.,Fabaceae,Mimosoideae,0.56,5a10cm,1,A,30,1.1,S,A,373.8,i10,2018,resgate10,,,,,,,,,,,,,,,,,,,7.6,4,v,,19_07_2010,8.1,5,v,,17_08_2011,9,3,v,,21_06_2012,9.3,1,v,,12_11_2014,9.4,1,v,,11_05_2016,,0,m,morta,18_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26502,,caripe_folha_peluda,Hirgla,Hirtella,glandulosa Spreng,Chrysobalanaceae,,,5a10cm,1,A,,0.6,S,A,377,i11,,resgate11,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,8.2,2,v,,17_08_2011,8.3,3,v,,09_07_2012,8.5,5,v,placa 26502,12_11_2014,8.5,5,v,,13_05_2016,8.6,4,v,,18_06_2018,9,4,v,,,08_06_2022,Bate_Ebis_Leo,9.5,3,v,,29_05_2024,Santarem_Darlisson_Bate_Ebis
26504,,caripe_folha_branca,Lickun,Licania,kunthiana Hook.f.,Chrysobalanaceae,,0.84,5a10cm,1,A,34,1.5,S,A,408.2,i10,,resgate10,8,8,,,,,,,,,,,,,,,,,11.2,5,v,,19_07_2010,11.7,5,v,,17_08_2011,12.3,5,v,,21_06_2012,12.7,1,v,cqcr,12_11_2014,12.8,1,v,cq/toco,11_05_2016,13,4,v,alt 8 cq,18_06_2018,13.5,4,v,,,09_06_2022,Bate_Ebis_Leo,14.3,4,v,,29_05_2024,Santarem_Darlisson_Bate_Ebis
26505,,ucuuba_da_terra_firme,Virseb,Virola,sebifera Aubl.,Myristicaeae,,0.79,5a10cm,1,A,34,0.5,S,A,419.8,i10,2022,resgate10,5.5,5.5,,,,,,,,,,,,,,,,,9.6,5,v,,19_07_2010,9.8,3,v,,17_08_2011,9.8,4,v,,21_06_2012,9.8,1,v,cqcr,12_11_2014,9.8,2,v,cq,11_05_2016,9.7,1,v,ucuuba cqcr alt 5.5 (Checar campo),18_06_2018,,0,m,morta / n„o encontrado,,09_06_2022,Bate_Ebis_Leo,,0,m,,10_06_2024,
26506,,inga_xixica,Ingalb,Inga,alba (SW.) Willd.,Fabaceae,,0.573055556,5a10cm,1,A,34,0.5,S,A,422.5,i10,2024,resgate10,7,7,,,,,,,,,,,,,,,,,6.1,4,v,,19_07_2010,6.2,4,v,,17_08_2011,6.5,4,v,,21_06_2012,7.9,4,v,,12_11_2014,8.5,4,v,,11_05_2016,10.8,4,v,inga_xixica alt 7,18_06_2018,10.4,3,v,,,09_06_2022,Bate_Ebis_Leo,,0,m,morta,29_05_2024,Santarem_Darlisson_Bate_Ebis
26507,,pau_sangue,Conper,Connarus,perrottetii (DC.) Planch.,Connaraceae,,0.45,5a10cm,1,A,38,0.5,S,A,462,i10,2018,resgate10,,,,,,,,,,,,,,,,,,,7.5,5,v,,19_07_2010,7.5,4,v,,17_08_2011,7.6,4,v,,21_06_2012,7.8,5,v,,12_11_2014,8.1,4,v,,11_05_2016,,0,m,morta,18_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26508,,pau_sangue,Conper,Connarus,perrottetii (DC.) Planch.,Connaraceae,,0.45,5a10cm,1,A,38,0.5,S,A,462.1,i10,2018,resgate10,,,,,,,,,,,,,,,,,,,7.1,5,v,,19_07_2010,7.2,3,v,,17_08_2011,7.3,4,v,,21_06_2012,9.6,5,v,,12_11_2014,7.9,3,v,,11_05_2016,,0,m,morta,18_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26509,,pau_sangue,Conper,Connarus,perrottetii (DC.) Planch.,Connaraceae,,0.45,5a10cm,1,A,38,0.5,S,A,462.1,i10,2022,resgate10,9,9,,,,,,,,,,,,,,,,,9.1,5,v,,19_07_2010,9,3,v,,17_08_2011,10.3,5,v,,21_06_2012,11.3,5,v,,12_11_2014,10.9,3,v,,11_05_2016,11.1,3,v,alt 9,18_06_2018,,0,m,morta,,09_06_2022,Bate_Ebis_Leo,,0,m,,10_06_2024,
26510,,pau_sangue,Conper,Connarus,perrottetii (DC.) Planch.,Connaraceae,,0.45,5a10cm,1,A,38,0.5,S,A,462.2,i10,2022,resgate10,9,9,,,,,,,,,,,,,,,,,8.6,5,v,,19_07_2010,8.8,3,v,,17_08_2011,9.1,5,v,,21_06_2012,9.3,5,v,,12_11_2014,9.4,3,v,,11_05_2016,9.8,4,v,alt 9,18_06_2018,,0,m,morta,,09_06_2022,Bate_Ebis_Leo,,0,m,,10_06_2024,
26511,,sucuba,Himart,Himatanthus,articulatus (Vahl) Woodson,Apocynaceae,,0.554,5a10cm,1,A,38,1.9,S,A,470.9,i10,,resgate10,11,11,,,,,,,,,,,,,,,,,11,5,v,,19_07_2010,11.5,4,v,,17_08_2011,12,4,v,,21_06_2012,14,5,v,,12_11_2014,15.1,5,v,,11_05_2016,15.1,4,v,alt 11,18_06_2018,16.3,4,v,,,09_06_2022,Bate_Ebis_Leo,16.9,5,v,,29_05_2024,Santarem_Darlisson_Bate_Ebis
26512,,macucurana,Licegl,Moquilea,egleri (Prance) Sothers & Prance,Chrysobalanaceae,,0.83,5a10cm,1,A,40,1,S,A,480.2,i10,2016,resgate10,,,,,,,,,,,,,,,,,,,6.1,1,v,cq/cr,19_07_2010,6,2,v,cqcr,17_08_2011,6.1,2,v,cq/cr,21_06_2012,6.1,1,v,cqcr,12_11_2014,,0,m,morta,11_05_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26513,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,A,40,1.6,S,A,488.4,i10,2022,resgate10,7,7,,,,,,,,,,,,,,,,,7.2,4,v,,19_07_2010,7.2,4,v,,17_08_2011,7.3,3,v,,21_06_2012,7.9,5,v,,12_11_2014,7.7,5,v,,11_05_2016,7.8,1,v,alt 7 (morrendo),18_06_2018,,0,m,morta,,09_06_2022,Bate_Ebis_Leo,,0,m,,10_06_2024,
26514,,marupa,Simama,Simarouba,amara Aubl.,Simaroubaceae,,,5a10cm,1,A,40,2,S,A,491.2,i10,,resgate10,12,12,,,,,,,,,,,,,,,,,13.5,5,v,,19_07_2010,14.2,5,v,,17_08_2011,14.7,5,v,,21_06_2012,17.1,5,v,,12_11_2014,18.9,4,v,,11_05_2016,21.3,5,v,alt 12,18_06_2018,24.5,5,v,,,09_06_2022,Bate_Ebis_Leo,25.7,5,v,,29_05_2024,Santarem_Darlisson_Bate_Ebis
26515,,envira_cabo_de_rodo,Guasch,Guatteria,schomburgkiana Mart.,Annonaceae,,0.6,5a10cm,1,A,40,0.6,S,A,497.8,i10,2011,resgate10,,,,,,,,,,,,,,,,,,,6.8,5,v,,19_07_2010,,0,m,morta,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,11_05_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26516,,envira_cabo_de_rodo,Guasch,Guatteria,schomburgkiana Mart.,Annonaceae,,0.6,5a10cm,1,A,40,0.6,S,A,497.8,i10,2014,resgate10,,,,,,,,,,,,,,,,,,,11.1,5,v,,19_07_2010,11.1,3,v,,17_08_2011,11.2,4,v,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,11_05_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26567,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,2,1,S,AB,8.5,i06,2012,,,,5.2,,v,cq,16_08_2006,5.2,1,v,cq/cr,29_08_2008,1,v,,,,27_08_2009,5.2,1,v,cq/cr,19_07_2010,5,5,v,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,13_05_2016,,0,m,,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26568,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,5a10cm,1,A,2,0.7,S,AB,11,i06,,,13,13,6.9,,v,,16_08_2006,8.3,5,v,,29_08_2008,5,v,,,,27_08_2009,9.5,5,v,,19_07_2010,9.8,5,v,,17_08_2011,10.5,5,v,,21_06_2012,11.9,5,v,,12_11_2014,13,5,v,,13_05_2016,14,5,v,alt 13,21_06_2018,15.7,5,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,15.9,5,v,,05_06_2024,Antonio_Ebis_Sebastiao
26569,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,2,1.3,S,AB,12.1,i06,,,8,8,7.9,,v,,16_08_2006,7.9,3,v,,29_08_2008,4,v,,,,27_08_2009,8.1,4,v,,19_07_2010,8,5,v,,17_08_2011,8.1,3,v,,21_06_2012,8.5,4,v,,12_11_2014,8.9,3,v,,13_05_2016,6.1,5,v,alt 8,21_06_2018,9.1,5,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,9.1,4,v,,05_06_2024,Antonio_Ebis_Sebastiao
26570,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,2,1.4,S,AB,13.7,i06,,,9,9,7.1,,v,,16_08_2006,7.2,4,v,,29_08_2008,4,v,,,,27_08_2009,7.2,5,v,,19_07_2010,7.3,5,v,,17_08_2011,7.2,2,v,,21_06_2012,7.4,5,v,,12_11_2014,7.7,5,v,,30_05_2016,8,5,v,placa perdida alt 9,21_06_2018,8.2,5,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,8.3,5,v,,05_06_2024,Antonio_Ebis_Sebastiao
26571,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,2,2.3,S,AB,15.9,i06,2008,,,,5.2,,v,cq,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,27_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,30_05_2016,,0,m,,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26572,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,5a10cm,1,A,4,1,S,AB,33,i06,2014,,,,6.8,,v,,16_08_2006,7.5,5,v,,29_08_2008,5,v,,,,27_08_2009,8.1,5,v,,19_07_2010,8.3,5,v,,17_08_2011,8.4,5,v,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,30_05_2016,,0,m,,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26573,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,A,4,0.9,S,AB,38.9,i06,2008,,,,7.5,,v,cr,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,27_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,30_05_2016,,0,m,,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26574,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,A,4,0.9,S,AB,44.7,i06,,,7,7,7.9,,v,,16_08_2006,8.2,4,v,,29_08_2008,4,v,,,,27_08_2009,8.4,5,v,,19_07_2010,8.5,5,v,,17_08_2011,8.6,5,v,,21_06_2012,9,4,v,,12_11_2014,9.2,5,v,tombada,30_05_2016,9.1,5,v,alt 7,21_06_2018,9.2,4,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,9.1,3,v,,05_06_2024,Antonio_Ebis_Sebastiao
26575,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,5a10cm,1,A,4,2.1,S,AB,45,i06,,,12,12,6,,v,,16_08_2006,6.7,5,v,,29_08_2008,5,v,,,,27_08_2009,8,5,v,,19_07_2010,8.5,5,v,,17_08_2011,9.3,5,v,,21_06_2012,11.9,5,v,,12_11_2014,13.3,5,v,,30_05_2016,14.5,5,v,alt 12,21_06_2018,16.4,5,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,16.9,5,v,,05_06_2024,Antonio_Ebis_Sebastiao
26576,,envira_cabo_de_rodo,Guasch,Guatteria,schomburgkiana Mart.,Annonaceae,,0.6,5a10cm,1,A,4,0.8,S,AB,49.9,i06,2024,,10,,6,,v,,16_08_2006,7,5,v,,29_08_2008,4,v,,,,27_08_2009,8.1,5,v,,19_07_2010,8.3,5,v,,17_08_2011,8.5,1,v,,21_06_2012,8.9,2,v,cqcr,12_11_2014,9.7,5,v,,30_05_2016,11.1,5,v,,21_06_2018,12.4,1,v,alt. 10,10,21_06_2022,Bate_Ebis_Antonio_Santarem,,0,m,morta,05_06_2024,Antonio_Ebis_Sebastiao
26577,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,6,1.3,S,AB,53,i06,2010,,,,5.2,,v,tombada,16_08_2006,5.2,1,v,cq/cr/tombada,29_08_2008,1,v,,,cq cr tb,27_08_2009,,0,m,m/cr,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,30_05_2016,,0,m,,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26578,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,A,6,1.1,S,AB,55.3,i06,2008,,,,5.7,,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,27_08_2009,,0,m,m,19_07_2010,,0,m,morta,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,30_05_2016,,0,m,,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26579,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,A,6,1.7,S,AB,58.9,i06,2011,,,,5.3,,v,cr,16_08_2006,5.6,3,v,,29_08_2008,1,v,,,cqcr,27_08_2009,5.1,1,v,cr,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,30_05_2016,,0,m,,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26580,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,A,6,1.1,S,AB,62.1,i06,2018,,,,9.1,,v,,16_08_2006,9.6,3,v,,29_08_2008,4,v,,,,27_08_2009,10,5,v,,19_07_2010,11,5,v,,17_08_2011,11,4,v,,21_06_2012,11.8,5,v,,12_11_2014,12,1,v,cqcr,30_05_2016,,0,m,morta,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26581,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,6,2.2,S,AB,65.1,i06,2014,,,,5.6,,v,,16_08_2006,5.7,3,v,,29_08_2008,3,v,,,,27_08_2009,5.9,5,v,,19_07_2010,5.8,4,v,,17_08_2011,6.1,4,v,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,30_05_2016,,0,m,,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26582,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,5a10cm,1,A,6,1.3,S,AB,65.9,i06,,,15,15,9.9,,v,,16_08_2006,11.2,5,v,,29_08_2008,5,v,,,,27_08_2009,12.5,5,v,,19_07_2010,13,5,v,,17_08_2011,13.6,5,v,,21_06_2012,14.3,5,v,,12_11_2014,15.1,5,v,,30_05_2016,16.2,5,v,alt 15,21_06_2018,17.2,5,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,17.3,5,v,,05_06_2024,Antonio_Ebis_Sebastiao
26583,,envira_folha_peluda,Xylfru,Xylopia,frutescens Aubl.Var ferruginea R. E. Fries,Annonaceae,,0.59,5a10cm,1,A,8,0.9,S,AB,92.2,i06,2010,,,,8.2,,v,,16_08_2006,8.2,1,v,cq/cr,29_08_2008,1,v,,,cqcr,27_08_2009,,0,m,m,19_07_2010,,0,m,morta,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,30_05_2016,,0,m,,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26584,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,8,2.1,S,AB,92.2,i06,2018,,,,6,,v,,16_08_2006,6.5,3,v,,29_08_2008,2,v,,,,27_08_2009,6.4,5,v,,19_07_2010,6.8,5,v,,17_08_2011,7.1,5,v,,21_06_2012,7.1,3,v,tombada/coca brava,12_11_2014,7.3,2,v,,30_05_2016,,0,m,morta,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26585,,coca_brava,Eryruf,Erythroxylum,rufum Cav.,Erythroxylaceae,,0.7575,5a10cm,1,A,8,2.2,S,AB,92.2,i06,2018,,,,7.9,,v,,16_08_2006,8.5,4,v,,29_08_2008,3,v,,,,27_08_2009,9.1,5,v,,19_07_2010,9.4,5,v,,17_08_2011,9.8,5,v,,21_06_2012,9.9,3,v,tombada,12_11_2014,10,3,v,,30_05_2016,,0,m,morta,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26586,,murta,Myrsyl,Myrcia,sylvatica (G. Meyer) DC.,Myrtaceae,,0.815,5a10cm,1,A,8,2.1,S,AB,95.7,i06,2012,,,,6.5,,v,,16_08_2006,7,3,v,,29_08_2008,4,v,,,,27_08_2009,7.6,3,v,cq,19_07_2010,7.5,3,v,cqcr,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,30_05_2016,,0,m,,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26587,,cipo_de_fogo,Davkun,Davilla,nitida (Vahl) Kubitzki,Dilleniaceae,,,5a10cm,1,A,10,1.4,S,AB,116.4,i06,,,13,13,6.6,,v,,16_08_2006,7.3,2,v,,29_08_2008,5,v,,,,27_08_2009,7.7,5,v,,19_07_2010,7.6,2,v,,17_08_2011,8.2,3,v,,21_06_2012,8,2,v,,12_11_2014,9.4,2,v,,30_05_2016,9,2,v,alt 13,21_06_2018,9,3,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,9.3,4,v,,05_06_2024,Antonio_Ebis_Sebastiao
26588,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,5a10cm,1,A,10,2,S,AB,117.2,i06,2014,,,,8,,v,,16_08_2006,8.6,3,v,cr,29_08_2008,4,v,,,,27_08_2009,9,4,v,,19_07_2010,9.1,5,v,,17_08_2011,9.3,5,v,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,30_05_2016,,0,m,,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26589,,breu_de_uma_folha,Prouni,Protium,unifoliolatum Engl.,Burseraceae,,0.33,5a10cm,1,A,12,1.4,S,AB,126.2,i06,,,7,7,9.5,,v,,16_08_2006,9.9,3,v,cr,29_08_2008,4,v,,,,27_08_2009,9.9,5,v,,19_07_2010,10.2,5,v,,17_08_2011,10.3,4,v,,21_06_2012,11.2,3,v,tombada,12_11_2014,11.5,3,v,,30_05_2016,11.5,4,v,alt 7,21_06_2018,11.7,3,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,11.8,2,v,,05_06_2024,Antonio_Ebis_Sebastiao
26590,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,A,12,1.8,S,AB,130.6,i06,2022,,7.5,7.5,6.8,,v,,16_08_2006,6.5,2,v,cr,29_08_2008,1,v,,,cqcr,27_08_2009,6.4,2,v,,19_07_2010,6.4,2,v,,17_08_2011,6.4,2,v,,21_06_2012,6.6,3,v,cqcr,12_11_2014,6.8,3,v,,30_05_2016,6.7,3,v,alt 7.5,21_06_2018,,0,m,morta,,21_06_2022,Bate_Ebis_Antonio_Santarem,,0,m,,10_06_2024,
26591,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,12,1.3,S,AB,141,i06,2011,,,,5.1,,v,,16_08_2006,5.3,4,v,,29_08_2008,4,v,,,,27_08_2009,5.6,5,v,,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,30_05_2016,,0,m,,21_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
26592,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,A,12,1.7,S,AB,148.2,i06,,,8,8,8.2,,v,,16_08_2006,8.7,4,v,,29_08_2008,5,v,,,,27_08_2009,9.2,5,v,,19_07_2010,9.5,5,v,,17_08_2011,9.9,5,v,,21_06_2012,10.4,3,v,cqcr,12_11_2014,11,3,v,,30_05_2016,11.2,4,v,alt 8,21_06_2018,11.7,5,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,12,5,v,,05_06_2024,Antonio_Ebis_Sebastiao
26593,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,A,14,2,S,AB,150.1,i06,,,6.5,6.5,5.4,,v,,16_08_2006,6.2,1,v,cq/cr,29_08_2008,2,v,,,cqcr,27_08_2009,6.5,1,v,cq/cr,19_07_2010,6.5,3,v,,17_08_2011,7,3,v,,21_06_2012,7.5,2,v,cqcr,12_11_2014,8.8,2,v,,30_05_2016,8.8,3,v,cq alt 6.5,21_06_2018,8.7,3,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,8.7,2,v,,05_06_2024,Antonio_Ebis_Sebastiao
26594,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,14,0.7,S,AB,160.9,i06,,,7,7,9.9,,v,,16_08_2006,9.9,5,v,,29_08_2008,4,v,,,,27_08_2009,10,5,v,,19_07_2010,10.2,5,v,,17_08_2011,10.3,5,v,,21_06_2012,11.3,5,v,,12_11_2014,12.2,5,v,,30_05_2016,12.6,5,v,alt 7,21_06_2018,12.9,5,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,13.4,5,v,,05_06_2024,Antonio_Ebis_Sebastiao
26595,,xua,Sacgui,Sacoglottis,guianensis Benth. Var. guianensis,Humiriaceae,,0.84,5a10cm,1,A,14,1.5,S,AB,172.7,i06,,,7.5,7.5,5.7,,v,,16_08_2006,6.1,4,v,,29_08_2008,5,v,,,,27_08_2009,6.4,5,v,,19_07_2010,6.7,4,v,,17_08_2011,6.5,5,v,,21_06_2012,8,5,v,,12_11_2014,8.7,5,v,,30_05_2016,9.4,4,v,alt 7.5,21_06_2018,11,2,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,12.5,3,v,,05_06_2024,Antonio_Ebis_Sebastiao
26596,,muiraximbe,Emmfag,Emmotum,fagifolium Desv. ex Hamilt.,Metteniusaceae,,0.49,5a10cm,1,A,16,0.8,S,AB,176.9,i06,,,5,5,5.3,,v,,16_08_2006,5.6,1,v,,29_08_2008,2,v,,,,27_08_2009,5.6,5,v,,19_07_2010,5.7,1,v,,17_08_2011,5.8,2,v,,21_06_2012,5.9,2,v,,12_11_2014,6,2,v,,30_05_2016,6,4,v,"alt 5, emmoton nitens",21_06_2018,6,1,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,6,2,v,,05_06_2024,Antonio_Ebis_Sebastiao
26597,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,16,0.6,S,AB,182.4,i06,2022,,8,8,7.2,,v,,16_08_2006,7.4,4,v,,29_08_2008,3,v,,,,27_08_2009,7.7,5,v,,19_07_2010,7.8,4,v,,17_08_2011,7.9,3,v,,21_06_2012,9.1,4,v,,12_11_2014,10,4,v,,30_05_2016,10.8,5,v,alt 8,21_06_2018,,0,m,morta,,21_06_2022,Bate_Ebis_Antonio_Santarem,,0,m,,10_06_2024,
