placa,old_tag,nomecomum,codigo,genero,especie,familia,subfamilia,densidade,inv,area,parcela,quadra,nsdist,ns,transecto,metragem,recruit,data_morta,ind.resgate,altura,altura_1,dap.06,c.06,mv.06,obs.06,data06,dap.08,c.08,mv.08,obs.08,data08,c.09,mv.09,cicat.09,recup.09,obs.09,data09,dap.10,c.10,mv.10,obs.10,data10,dap.11,c.11,mv.11,obs.11,data11,dap.12,c.12,mv.12,obs.12,data12,dap.14,c.14,mv.14,obs.14,data14,dap.16,c.16,mv.16,obs.16,data16,dap.18,c.18,mv.18,obs.18,data18,dap.22,c.22,mv.22,obs.22,alt22,data22,equipe.22,dap.24,c.24,mv.24,obs.24,data24,equipe.24
72466,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,,2.4,S,A,1298,r16,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,5,v,bifocada,13_05_2016,8,4,v,,21_06_2018,10.4,4,v,,,13_06_2022,Bate_Ebis_Antonio,11.3,5,v,,30_05_2024,Santarem_Darlisson_Bate_Ebis
72467,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,,2.5,S,A,1298,r16,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,5,v,bifocada,13_05_2016,7.5,5,v,,21_06_2018,9.9,5,v,,,13_06_2022,Bate_Ebis_Antonio,12.1,5,v,,30_05_2024,Santarem_Darlisson_Bate_Ebis
72468,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,,2.3,S,A,1298.2,r16,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,5,v,bifocada,13_05_2016,8.5,5,v,,21_06_2018,9.9,3,v,,,13_06_2022,Bate_Ebis_Antonio,10.5,5,v,,30_05_2024,Santarem_Darlisson_Bate_Ebis
72469,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,,2.5,S,A,1298.3,r16,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,v,bifocada,13_05_2016,7.6,5,v,,21_06_2018,8.7,4,v,,,13_06_2022,Bate_Ebis_Antonio,9.1,1,v,cqcr,30_05_2024,Santarem_Darlisson_Bate_Ebis
72472,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,C,,2.4,S,A,1418,r16,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,5,v,,13_05_2016,7.1,4,v,,21_06_2018,8.9,5,v,,,13_06_2022,Bate_Ebis_Antonio,9.6,5,v,,30_05_2024,Santarem_Darlisson_Bate_Ebis
72474,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,C,,1.4,S,A,1422,r16,,,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5,v,,13_05_2016,6.3,4,v,,21_06_2018,7.3,4,v,,,13_06_2022,Bate_Ebis_Antonio,8.3,5,v,,30_05_2024,Santarem_Darlisson_Bate_Ebis
72475,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,C,,2.2,S,A,1423,r16,2022,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,5,v,,13_05_2016,8.3,4,v,,21_06_2018,,0,m,morta,,13_06_2022,Bate_Ebis_Antonio,,0,m,,10_06_2024,
72476,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,C,,1.4,S,A,1425,r16,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5,v,,13_05_2016,6.3,4,v,,21_06_2018,8.6,5,v,,,13_06_2022,Bate_Ebis_Antonio,8.9,5,v,,30_05_2024,Santarem_Darlisson_Bate_Ebis
72477,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,C,,1.2,S,A,1432,r16,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,5,v,1m dap altura,13_05_2016,6.3,4,v,,21_06_2018,6.9,2,v,Dap 0.6 m,,13_06_2022,Bate_Ebis_Antonio,7.3,2,v,,30_05_2024,Santarem_Darlisson_Bate_Ebis
72478,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,C,,1.5,S,A,1434,r16,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5,v,,13_05_2016,5.4,4,v,,21_06_2018,5.4,3,v,,,13_06_2022,Bate_Ebis_Antonio,5.5,3,v,,30_05_2024,Santarem_Darlisson_Bate_Ebis
72479,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,C,,1.4,S,A,1435.5,r16,,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,5,v,,13_05_2016,8,4,v,,21_06_2018,9.7,4,v,,,13_06_2022,Bate_Ebis_Antonio,9.7,5,v,,30_05_2024,Santarem_Darlisson_Bate_Ebis
72480,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,C,,2.5,S,A,1439,r16,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,5,v,,12_05_2016,8.4,4,v,,21_06_2018,11.2,5,v,,,13_06_2022,Bate_Ebis_Antonio,13,5,v,,30_05_2024,Santarem_Darlisson_Bate_Ebis
72481,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Fabaceae,,0.59125,5a10cm,1,C,,1.1,S,A,1465,r16,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,5,v,,12_05_2016,10.5,5,v,metro 1465,21_06_2018,14.9,4,v,,,13_06_2022,Bate_Ebis_Antonio,17.7,5,v,,30_05_2024,Santarem_Darlisson_Bate_Ebis
72482,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,C,,2,S,A,1468,r16,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,5,v,,12_05_2016,9.8,5,v,metro 1468,21_06_2018,13.8,5,v,,,13_06_2022,Bate_Ebis_Antonio,15.5,5,v,,30_05_2024,Santarem_Darlisson_Bate_Ebis
72483,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,,1.5,S,A,1473,r16,2024,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,v,,12_05_2016,6.5,5,v,metro 1473,21_06_2018,6.8,4,v,,,13_06_2022,Bate_Ebis_Antonio,,0,m,morta,30_05_2024,Santarem_Darlisson_Bate_Ebis
72484,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,,1.7,S,A,1476,r16,2022,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5,v,bifocada,12_05_2016,5.7,4,v,metro 1476,21_06_2018,,0,m,morta,,13_06_2022,Bate_Ebis_Antonio,,0,m,,10_06_2024,
72485,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,,1.8,S,A,1476.1,r16,2022,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5,v,bifocada,12_05_2016,5.2,3,v,metra 1476.1,21_06_2018,,0,m,morta,,13_06_2022,Bate_Ebis_Antonio,,0,m,,10_06_2024,
72486,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,,1,S,A,1478.1,r16,2024,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,4,v,bifocada,12_05_2016,6.5,4,v,metro 1478.1,21_06_2018,7.8,2,v,,,13_06_2022,Bate_Ebis_Antonio,,0,m,morta,30_05_2024,Santarem_Darlisson_Bate_Ebis
72487,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,,1.2,S,A,1478.2,r16,2022,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,4,v,bifocada,12_05_2016,6,4,v,metro 1478.2,21_06_2018,,0,m,morta,,13_06_2022,Bate_Ebis_Antonio,,0,m,,10_06_2024,
72488,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,,1.4,S,A,1478.3,r16,2022,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,4,v,bifocada,12_05_2016,7.5,4,v,metro1478.3,21_06_2018,,0,m,morta,,13_06_2022,Bate_Ebis_Antonio,,0,m,,10_06_2024,
72489,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,C,,2,S,A,1482,r16,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,v,,12_05_2016,7.7,5,v,metro1482,21_06_2018,11.3,4,v,,,13_06_2022,Bate_Ebis_Antonio,13,5,v,,30_05_2024,Santarem_Darlisson_Bate_Ebis
72490,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,,2.1,S,A,1485,r16,2022,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5,v,rebroto,12_05_2016,5.5,4,v,metro1485,21_06_2018,,0,m,morta,,13_06_2022,Bate_Ebis_Antonio,,0,m,,10_06_2024,
72491,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,,2,S,A,1485.2,r16,2022,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5,v,rebroto,12_05_2016,6.1,4,v,metro1485.2,21_06_2018,,0,m,morta,,13_06_2022,Bate_Ebis_Antonio,,0,m,,10_06_2024,
72492,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,,2.4,S,A,1485.1,r16,2022,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,v,rebroto,12_05_2016,5.8,4,v,metro1485.1,21_06_2018,,0,m,morta,,13_06_2022,Bate_Ebis_Antonio,,0,m,,10_06_2024,
72493,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,C,,1.3,S,A,1489,r16,,,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,5,v,,12_05_2016,9.6,5,v,metro1489,21_06_2018,13,5,v,,,13_06_2022,Bate_Ebis_Antonio,13.9,5,v,,30_05_2024,Santarem_Darlisson_Bate_Ebis
72541,,lacre_folha_prata,Vislat,Vismia,latifolia (Aubl.) Choisy,Hypericaceae,,,5a10cm,1,C,,1.1,S,AB,1479,r16,2018,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,5,v,,20_05_2016,,0,m,morta,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
72550,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Fabaceae,,0.59125,5a10cm,1,C,,1,S,AB,1259,r16,2022,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,5,v,,20_05_2016,9.3,5,v,,26_06_2018,,0,m,morta,,23_06_2022,Bate_Ebis_Antonio_Santarem,,0,m,,10_06_2024,
72557,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Fabaceae,,0.59125,5a10cm,1,C,,2.1,S,AB,1217.8,r16,,,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,5,v,bifocada,20_05_2016,10.1,5,v,,26_06_2018,12.4,5,v,,,23_06_2022,Bate_Ebis_Antonio_Santarem,12.8,5,v,,10_06_2024,Ebis_Sebastiao_Santarem
72558,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Fabaceae,,0.59125,5a10cm,1,C,,2.2,S,AB,1217.9,r16,,,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,5,v,bifocada,20_05_2016,11.2,5,v,,26_06_2018,14.7,5,v,,,23_06_2022,Bate_Ebis_Antonio_Santarem,16.1,5,v,,10_06_2024,Ebis_Sebastiao_Santarem
72559,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Fabaceae,,0.59125,5a10cm,1,C,,1.5,S,AB,1213,r16,2022,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,5,v,,20_05_2016,8.6,5,v,,26_06_2018,,0,m,morta,,23_06_2022,Bate_Ebis_Antonio_Santarem,,0,m,,10_06_2024,
72561,,capoteiro,Corbic,Cordia,bicolor A. DC.,Boraginaceae,,0.48,5a10cm,1,C,,1,S,AB,1195,r16,,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5,v,,20_05_2016,6.2,5,v,,26_06_2018,6.5,4,v,,,23_06_2022,Bate_Ebis_Antonio_Santarem,7,5,v,,10_06_2024,Ebis_Sebastiao_Santarem
72562,,capoteiro,Corbic,Cordia,bicolor A. DC.,Boraginaceae,,0.48,5a10cm,1,C,,1.2,S,AB,1186,r16,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5,v,,20_05_2016,6.5,5,v,metro 1186,26_06_2018,7.3,2,v,,,23_06_2022,Bate_Ebis_Antonio_Santarem,7.3,5,v,,10_06_2024,Ebis_Sebastiao_Santarem
72563,,capoteiro,Corbic,Cordia,bicolor A. DC.,Boraginaceae,,0.48,5a10cm,1,C,,2,S,AB,1181,r16,,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,5,v,,20_05_2016,9,5,v,metro 1181,26_06_2018,9.6,4,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,9.6,5,v,,10_06_2024,Ebis_Sebastiao_Santarem
72564,,capoteiro,Corbic,Cordia,bicolor A. DC.,Boraginaceae,,0.48,5a10cm,1,C,,2.7,S,AB,1181,r16,,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,5,v,,20_05_2016,7.1,4,v,,26_06_2018,7.8,2,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,7.8,3,v,,10_06_2024,Ebis_Sebastiao_Santarem
72567,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,C,,1.1,S,AB,1130,r16,2024,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,4,v,1.15m altura dap,20_05_2016,7.7,4,v,"cq, metro 1130",26_06_2018,7.7,1,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,,0,m,morta,10_06_2024,Ebis_Sebastiao_Santarem
72574,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,C,,1,S,AB,1038,r16,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5,v,,20_05_2016,8.6,5,v,,26_06_2018,9.3,4,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,9.8,3,v,,06_06_2024,Antonio_Ebis_Sebastiao
72578,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,B,,1.4,S,AB,970,r16,2022,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,5,v,rebroto,20_05_2016,8.2,5,v,metro 970,25_06_2018,,0,m,morta,,22_06_2022,Bate_Ebis_Antonio_Santarem,,0,m,,10_06_2024,
72579,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,B,,1.9,S,AB,970,r16,2018,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5,v,rebroto,20_05_2016,,0,m,"morta, metro 970",25_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
72580,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,B,,2,S,AB,970,r16,2018,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,5,v,rebroto,20_05_2016,,0,m,"morta, metro 970",25_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
72581,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,B,,1.3,S,AB,970,r16,2022,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5,v,rebroto,20_05_2016,8.2,5,v,metro 970,25_06_2018,,0,m,morta,,22_06_2022,Bate_Ebis_Antonio_Santarem,,0,m,,10_06_2024,
72582,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,B,,1.7,S,AB,970,r16,,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5,v,rebroto,20_05_2016,7.2,5,v,metro 970,25_06_2018,10.2,5,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,12,5,v,,06_06_2024,Antonio_Ebis_Sebastiao
72583,,ucuuba_da_terra_firme,Virseb,Virola,sebifera Aubl.,Myristicaeae,,0.46,5a10cm,1,B,,1,S,AB,958,r16,,,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,5,v,,20_05_2016,8,5,v,metro 958,25_06_2018,8.3,5,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,8.3,4,v,,06_06_2024,Antonio_Ebis_Sebastiao
72590,,capoteiro,Corbic,Cordia,bicolor A. DC.,Boraginaceae,,0.48,5a10cm,1,B,,1.6,S,AB,905,r16,,,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,5,v,,20_05_2016,10.3,5,v,metro 905,25_06_2018,13.3,5,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,14.8,5,v,,06_06_2024,Antonio_Ebis_Sebastiao
72591,,capoteiro,Corbic,Cordia,bicolor A. DC.,Boraginaceae,,0.48,5a10cm,1,B,,2.4,S,AB,905,r16,,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,5,v,,20_05_2016,9.7,4,v,metro 905,25_06_2018,10,5,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,10,5,v,,06_06_2024,Antonio_Ebis_Sebastiao
72592,,capoteiro,Corbic,Cordia,bicolor A. DC.,Boraginaceae,,0.48,5a10cm,1,B,,2.5,S,AB,905,r16,,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,v,,20_05_2016,9,4,v,metro 905,25_06_2018,11,5,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,13.4,5,v,,06_06_2024,Antonio_Ebis_Sebastiao
72593,,capoteiro,Corbic,Cordia,bicolor A. DC.,Boraginaceae,,0.48,5a10cm,1,B,,2.3,S,AB,902,r16,,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5,v,,20_05_2016,6.2,5,v,metro 902,25_06_2018,7.5,4,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,9.5,5,v,,06_06_2024,Antonio_Ebis_Sebastiao
72594,,capoteiro,Corbic,Cordia,bicolor A. DC.,Boraginaceae,,0.48,5a10cm,1,B,,2.3,S,AB,902,r16,,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,5,v,,20_05_2016,10.1,5,v,metro 902,25_06_2018,12.3,5,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,12,5,v,,06_06_2024,Antonio_Ebis_Sebastiao
72595,,capoteiro,Corbic,Cordia,bicolor A. DC.,Boraginaceae,,0.48,5a10cm,1,B,,2.2,S,AB,902.5,r16,,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5,v,,20_05_2016,6.5,4,v,metro 902.5,25_06_2018,6.7,5,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,7.5,5,v,,06_06_2024,Antonio_Ebis_Sebastiao
72597,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,B,,1.9,S,AB,856,r16,,,4.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5,v,rebroto,20_05_2016,7.8,5,v,,25_06_2018,11.8,5,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,13.3,5,v,,06_06_2024,Antonio_Ebis_Sebastiao
72598,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,B,,1.9,S,AB,856.2,r16,,,4.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,v,rebroto,20_05_2016,7.5,5,v,,25_06_2018,10.9,5,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,12.3,5,v,,06_06_2024,Antonio_Ebis_Sebastiao
72599,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,B,,1.5,S,AB,856.1,r16,,,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5,v,rebroto,20_05_2016,7.4,5,v,,25_06_2018,9.1,5,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,9.8,3,v,,06_06_2024,Antonio_Ebis_Sebastiao
72600,,breu_aroeira,Dacmic,Dacryodes,microcarpa Cuart.,Burseraceae,,0.511666667,5a10cm,1,B,,1.5,S,AB,848.1,r16,2022,,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5,v,rebroto,20_05_2016,6,5,v,,25_06_2018,,0,m,morta,,22_06_2022,Bate_Ebis_Antonio_Santarem,,0,m,,10_06_2024,
72602,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,A,,1.9,S,AB,54,r16,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,4,v,,31_05_2016,10.2,5,v,,21_06_2018,14.2,3,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,15.2,5,v,,05_06_2024,Antonio_Ebis_Sebastiao
72606,,breu_de_uma_folha,Prouni,Protium,unifoliolatum Engl.,Burseraceae,,0.33,5a10cm,1,A,,1,S,AB,127,r16,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,4,v,,31_05_2016,6,4,v,,21_06_2018,6.1,5,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,6.1,3,v,,05_06_2024,Antonio_Ebis_Sebastiao
72617,,breu_de_uma_folha,Prouni,Protium,unifoliolatum Engl.,Burseraceae,,0.33,5a10cm,1,A,,2,S,AB,288,r16,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5,v,,31_05_2016,5.8,5,v,alt 6,21_06_2018,6,3,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,6.2,3,v,,05_06_2024,Antonio_Ebis_Sebastiao
72618,,embauba_vermelha,Cecdis,Cecropia,distachya Huber,Urticaceae,,,5a10cm,1,A,,1.7,S,AB,295,r16,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,v,,31_05_2016,11.6,5,v,metro 295,21_06_2018,17.1,5,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,19.3,5,v,,05_06_2024,Antonio_Ebis_Sebastiao
72620,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Fabaceae,,0.59125,5a10cm,1,A,,1.2,S,AB,304,r16,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,v,,31_05_2016,11.1,5,v,,21_06_2018,18.8,5,v,,,21_06_2022,Bate_Ebis_Antonio_Santarem,21.6,5,v,,05_06_2024,Antonio_Ebis_Sebastiao
72624,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,5a10cm,1,A,,1.5,S,AB,350,r16,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,3,v,,31_05_2016,7.2,1,v,,21_06_2018,7.2,4,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,7.2,3,v,,06_06_2024,Antonio_Ebis_Sebastiao
72630,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,A,,2,S,AB,444,r16,2022,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5,v,,31_05_2016,6.4,4,v,,21_06_2018,,0,m,morta,,22_06_2022,Bate_Ebis_Antonio_Santarem,,0,m,,10_06_2024,
72631,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,A,,2,S,AB,448,r16,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5,v,,31_05_2016,5.8,4,v,,21_06_2018,7,4,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,8,4,v,,06_06_2024,Antonio_Ebis_Sebastiao
72636,,papa_terra,Micunk,Miconia,unknow,Melastomataceae,,,5a10cm,1,A,,1.6,S,AB,492,r16,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5,v,,31_05_2016,5.7,4,v,,21_06_2018,6.1,5,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,6.5,5,v,,06_06_2024,Antonio_Ebis_Sebastiao
72639,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,B,,1.1,S,AB,540,r16,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,v,,31_05_2016,7.1,4,v,,25_06_2018,8.5,4,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,8.7,4,v,,06_06_2024,Antonio_Ebis_Sebastiao
72640,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,B,,1.6,S,AB,552.1,r16,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,4,v,,31_05_2016,7.9,4,v,,25_06_2018,7.7,3,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,8,1,v,,06_06_2024,Antonio_Ebis_Sebastiao
72641,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,B,,1.7,S,AB,552.2,r16,2022,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,4,v,,31_05_2016,8,4,v,,25_06_2018,,0,m,morta,,22_06_2022,Bate_Ebis_Antonio_Santarem,,0,m,,10_06_2024,
